,mass_wrt_earth,radius_wrt_earth,planet_type
1479,3.89,1.8,Super Earth
1480,7.04,2.497,Neptune-like
1481,6.99,2.497,Neptune-like
1482,5.35,2.17,Neptune-like
1483,4.7,2.01,Super Earth
1484,3.71,1.75,Super Earth
1485,17.4,4.257,Neptune-like
1486,12.0,3.421,Neptune-like
1487,5.14,2.12,Neptune-like
1488,5.43,2.19,Neptune-like
1489,7.13,2.519,Neptune-like
1490,8.2,2.739,Neptune-like
1491,19.0,5.302,Neptune-like
1492,15.4,7.359,Neptune-like
1493,6.53,2.398,Neptune-like
1494,6.12,2.31,Neptune-like
1495,3.68,1.74,Super Earth
1497,3.29,1.63,Super Earth
1498,5.43,2.19,Neptune-like
1499,8.75,2.849,Neptune-like
1500,7.41,2.585,Neptune-like
1501,0.498,0.83,Terrestrial
1502,9.27,2.9480000000000004,Neptune-like
1503,5.99,2.2769999999999997,Neptune-like
1504,24.5,3.366,Neptune-like
1505,451.56,17.072,Gas Giant
1506,59.784,9.35,Gas Giant
1507,14.8,2.3649999999999998,Super Earth
1508,5.61,2.231,Neptune-like
1509,7.6,2.618,Neptune-like
1510,6.54,1.71,Super Earth
1511,11.26782,3.234,Neptune-like
1512,0.29013,0.705,Terrestrial
1513,8.9,2.871,Neptune-like
1514,14.3,2.684,Neptune-like
1515,2.86,1.5,Super Earth
1516,7.7,2.6399999999999997,Neptune-like
1517,2.83,1.49,Super Earth
1518,2.33,1.33,Super Earth
1519,5.6,2.23,Neptune-like
1520,3.09,1.57,Super Earth
1521,7.61,2.618,Neptune-like
1522,2.48,1.38,Super Earth
1523,9.01,2.8930000000000002,Neptune-like
1524,41.658,7.139,Gas Giant
1525,9.96,3.0690000000000004,Neptune-like
1526,9.53,2.992,Neptune-like
1527,4.98,2.08,Super Earth
1528,6.08,2.299,Neptune-like
1529,5.52,2.21,Neptune-like
1530,13.7,3.696,Neptune-like
1531,4.94,2.07,Super Earth
1532,9.17,2.926,Neptune-like
1533,1.92,1.21,Super Earth
1534,30.9,4.4,Neptune-like
1535,37.1,7.359,Neptune-like
1536,50.88,8.03,Gas Giant
1537,6.8,2.453,Neptune-like
1538,12.2,3.454,Neptune-like
1539,8.15,2.7279999999999998,Neptune-like
1540,9.68,2.541,Super Earth
1541,15.68,3.465,Neptune-like
1542,6.5,2.431,Neptune-like
1543,10.7,1.95,Neptune-like
1544,5.06,2.1,Neptune-like
1545,100.17,9.317,Gas Giant
1546,4.27,1.9,Super Earth
1547,61.056000000000004,8.932,Gas Giant
1548,5.99,2.2769999999999997,Neptune-like
1549,10.9,3.003,Super Earth
1550,246.132,11.066,Gas Giant
1551,6.49,1.589,Super Earth
1552,24.5,2.585,Neptune-like
1553,6.57,2.409,Neptune-like
1554,3.39,1.66,Super Earth
1555,106.53,9.867,Gas Giant
1556,232.14,13.09,Gas Giant
1557,70.596,9.724,Gas Giant
1558,184.12199999999999,11.428999999999998,Gas Giant
1559,0.809,0.95,Terrestrial
1560,2.33,1.33,Super Earth
1561,4.01,1.83,Super Earth
1562,8.91,2.871,Neptune-like
1563,3.39,1.66,Super Earth
1564,8.2,2.739,Neptune-like
1565,564.1320000000001,11.66,Gas Giant
1566,7.37,2.5740000000000003,Neptune-like
1567,4.46,1.95,Super Earth
1568,4.35,1.92,Super Earth
1569,5.06,2.1,Neptune-like
1570,6.48,2.387,Neptune-like
1571,5.48,2.2,Neptune-like
1572,5.82,2.233,Neptune-like
1573,82.68,8.514,Gas Giant
1574,15.0,5.202999999999999,Neptune-like
1575,8.1,3.08,Neptune-like
1576,6.7,3.421,Neptune-like
1577,2.1,1.212,Super Earth
1578,8.1,2.717,Neptune-like
1579,3.86,1.79,Super Earth
1580,7.85,2.673,Neptune-like
1581,5.48,2.2,Neptune-like
1582,31.6,6.061000000000001,Neptune-like
1583,27.2,5.5440000000000005,Neptune-like
1584,5.52,2.21,Neptune-like
1585,1.98,1.22,Super Earth
1586,7.37,2.5740000000000003,Neptune-like
1587,1.08,1.03,Super Earth
1588,4.35,1.92,Super Earth
1589,1176.6000000000001,4.95,Neptune-like
1590,11.2,3.3,Neptune-like
1591,10.4,3.146,Neptune-like
1592,4.78,2.03,Super Earth
1593,3.36,1.65,Super Earth
1594,4.74,2.02,Super Earth
1595,3.15,1.59,Super Earth
1596,5.1,2.11,Neptune-like
1597,5.73,2.222,Neptune-like
1598,6.39,2.3649999999999998,Neptune-like
1599,10.7,3.2009999999999996,Neptune-like
1600,7.61,2.618,Neptune-like
1601,2.48,1.38,Super Earth
1602,539.9639999999999,13.497000000000002,Gas Giant
1603,2.99,1.54,Super Earth
1604,7.95,2.684,Neptune-like
1605,6.99,2.497,Neptune-like
1606,2.45,1.37,Super Earth
1607,4.35,1.92,Super Earth
1608,5.6,2.23,Neptune-like
1609,26.3,5.445,Neptune-like
1610,3.05,1.56,Super Earth
1611,5.69,2.2110000000000003,Neptune-like
1612,5.86,2.2439999999999998,Neptune-like
1613,13.4,3.652,Neptune-like
1614,7.65,2.629,Neptune-like
1615,2.3,1.32,Super Earth
1616,4.38,1.93,Super Earth
1617,8.78,2.849,Neptune-like
1618,6.16,2.31,Neptune-like
1619,6.41,2.3649999999999998,Neptune-like
1620,2.34,1.332,Super Earth
1621,2.42,1.361,Super Earth
1622,4.45,1.948,Super Earth
1623,2.28,1.313,Super Earth
1624,3.9,1.43,Super Earth
1625,7.8,3.0580000000000003,Neptune-like
1626,10.4,3.146,Neptune-like
1628,8.98,2.8930000000000002,Neptune-like
1629,4.9,2.061,Super Earth
1630,3.16,1.593,Super Earth
1631,5.53,2.213,Neptune-like
1632,5.66,2.2,Neptune-like
1633,3.66,1.736,Super Earth
1634,3.51,1.693,Super Earth
1635,8.65,2.827,Neptune-like
1636,5.4,2.181,Neptune-like
1637,3.22,1.61,Super Earth
1638,8.0,2.695,Neptune-like
1639,7.9,2.684,Neptune-like
1640,7.89,2.673,Neptune-like
1641,1.26,1.075,Super Earth
1642,4.66,2.0,Super Earth
1643,3.5,1.689,Super Earth
1644,4.95,2.072,Super Earth
1645,3.07,1.564,Super Earth
1646,1.26,1.076,Super Earth
1647,1.82,1.191,Super Earth
1648,2.52,1.392,Super Earth
1649,2.37,1.345,Super Earth
1650,5.57,2.222,Neptune-like
1651,2.98,1.539,Super Earth
1652,5.99,2.2769999999999997,Neptune-like
1653,42.294000000000004,7.183,Gas Giant
1654,13.0,3.597,Neptune-like
1655,5.41,2.184,Neptune-like
1656,4.82,2.04,Super Earth
1657,7.3,1.54,Super Earth
1658,8.3,2.2439999999999998,Super Earth
1659,19.6,4.576,Neptune-like
1660,2.45,1.371,Super Earth
1661,4.08,1.85,Super Earth
1662,6.13,2.31,Neptune-like
1663,3.51,1.692,Super Earth
1664,7.26,2.552,Neptune-like
1665,11.4,3.3329999999999997,Neptune-like
1666,3.12,1.579,Super Earth
1667,9.93,3.0690000000000004,Neptune-like
1668,6.42,2.376,Neptune-like
1669,5.79,2.233,Neptune-like
1670,22.8,5.005,Neptune-like
1671,30.5,5.94,Neptune-like
1672,28.6047,6.16,Neptune-like
1673,6.48,1.98,Super Earth
1674,2.14,1.56,Super Earth
1675,2.80007,1.53,Super Earth
1676,1.67,1.163,Super Earth
1677,5.74,2.222,Neptune-like
1678,7.65,2.629,Neptune-like
1679,24.6,5.236,Neptune-like
1680,6.94,2.486,Neptune-like
1681,18.9,4.4879999999999995,Neptune-like
1682,19.2,4.521,Neptune-like
1683,2.19,1.283,Super Earth
1684,2.42,1.36,Super Earth
1685,3.45,1.677,Super Earth
1686,6.72,2.431,Neptune-like
1687,0.937,0.99,Terrestrial
1688,5.13,2.116,Neptune-like
1689,0.363,0.76,Terrestrial
1690,2.05,1.233,Super Earth
1691,1.98,1.219,Super Earth
1692,4.38,1.929,Super Earth
1693,5.27,2.15,Neptune-like
1694,18.5,4.422000000000001,Neptune-like
1695,6.44,2.376,Neptune-like
1696,6.5,2.387,Neptune-like
1697,36.4,6.5889999999999995,Neptune-like
1698,4.86,2.05,Super Earth
1699,4.23,1.89,Super Earth
1700,5.65,2.2,Neptune-like
1701,4.38,1.93,Super Earth
1702,5.06,2.1,Neptune-like
1703,3.15,1.59,Super Earth
1704,45792.0,17.666,Gas Giant
1705,7.27,2.552,Neptune-like
1706,1.6,1.15,Super Earth
1707,14.0,3.7510000000000003,Neptune-like
1708,5.06,2.1,Neptune-like
1709,7.65,2.629,Neptune-like
1710,3.26,1.62,Super Earth
1711,3.57,1.71,Super Earth
1712,6.39,2.3649999999999998,Neptune-like
1713,5.9,2.255,Neptune-like
1714,4.31,1.91,Super Earth
1715,5.73,2.222,Neptune-like
1716,135.468,7.513000000000001,Gas Giant
1717,6.71,2.431,Neptune-like
1718,5.22,2.14,Neptune-like
1719,5.22,2.14,Neptune-like
1720,10.5,3.1569999999999996,Neptune-like
1721,14.5,3.828,Neptune-like
1722,4.94,2.07,Super Earth
1723,3.12,1.58,Super Earth
1724,21.3,2.442,Super Earth
1725,3.12,1.58,Super Earth
1726,5.99,2.2769999999999997,Neptune-like
1727,6.8,2.453,Neptune-like
1728,8.7,2.838,Neptune-like
1729,5.27,2.15,Neptune-like
1730,1.28,1.08,Super Earth
1731,1.65,1.16,Super Earth
1732,1.01,1.01,Super Earth
1733,2.21,1.29,Super Earth
1734,6.57,2.409,Neptune-like
1735,5.95,2.266,Neptune-like
1736,7.61,2.618,Neptune-like
1737,8.1,2.717,Neptune-like
1738,604.1999999999999,2.255,Neptune-like
1739,15.4,3.971,Neptune-like
1740,7.61,2.618,Neptune-like
1741,4.7,2.01,Super Earth
1742,2.76,1.47,Super Earth
1743,7.04,2.508,Neptune-like
1744,4.54,1.97,Super Earth
1745,2.08,1.244,Super Earth
1746,2.8,1.483,Super Earth
1747,6.39,2.3649999999999998,Neptune-like
1748,4.78,2.03,Super Earth
1749,1.87,1.2,Super Earth
1750,4.5,1.96,Super Earth
1751,44.837999999999994,7.458,Gas Giant
1752,2.04,1.23,Super Earth
1753,0.17,0.615,Terrestrial
1754,12.5,3.509,Neptune-like
1755,6.39,2.3649999999999998,Neptune-like
1756,7.27,2.552,Neptune-like
1757,2.24,1.3,Super Earth
1758,1.37,1.1,Super Earth
1759,11.0,3.2449999999999997,Neptune-like
1760,152.64,10.417,Gas Giant
1761,32.2,5.104,Neptune-like
1762,308.46,11.506,Gas Giant
1763,5.69,2.2110000000000003,Neptune-like
1764,4329.888,12.100000000000001,Gas Giant
1765,636.0,13.09,Gas Giant
1766,7.0,2.497,Neptune-like
1767,215.92200000000003,15.389,Gas Giant
1768,54.37800000000001,14.850000000000001,Gas Giant
1769,302.09999999999997,19.580000000000002,Gas Giant
1770,408.312,19.173000000000002,Gas Giant
1771,416.58000000000004,19.14,Gas Giant
1772,874.5,15.565000000000001,Gas Giant
1773,416.58000000000004,16.775,Gas Giant
1774,375.23999999999995,17.27,Gas Giant
1775,1294.26,21.009999999999998,Gas Giant
1776,8659.14,12.21,Gas Giant
1777,1075.476,19.151,Gas Giant
1778,1243.38,17.446,Gas Giant
1779,298.284,14.552999999999999,Gas Giant
1780,1647.24,13.992,Gas Giant
1781,540.6,14.850000000000001,Gas Giant
1782,616.92,17.16,Gas Giant
1783,286.836,18.689,Gas Giant
1784,165.36,14.3,Gas Giant
1785,1179.78,12.76,Gas Giant
1786,442.02,17.6,Gas Giant
1787,209.88000000000002,17.82,Gas Giant
1788,915.8399999999999,20.801000000000002,Gas Giant
1789,20.3,4.675,Neptune-like
1790,10.1,3.091,Neptune-like
1791,3.11,1.578,Super Earth
1792,3.57,1.71,Super Earth
1793,3.82,1.78,Super Earth
1794,32.5,6.16,Neptune-like
1795,2.86,1.5,Super Earth
1796,2.99,1.54,Super Earth
1797,2.67,1.44,Super Earth
1798,2.18,1.28,Super Earth
1799,5.35,2.17,Neptune-like
1800,7.34,1.32,Super Earth
1801,7.05,2.2,Neptune-like
1802,3.0,1.61,Super Earth
1803,5.99,2.2769999999999997,Neptune-like
1804,8.6,2.816,Neptune-like
1805,2.21,1.29,Super Earth
1806,5.27,2.15,Neptune-like
1807,6.3,2.343,Neptune-like
1808,12.3,3.487,Neptune-like
1809,5.39,2.18,Neptune-like
1810,13.1,3.608,Neptune-like
1811,4.62,1.99,Super Earth
1812,7.18,2.5300000000000002,Neptune-like
1813,2.73,1.46,Super Earth
1814,50.88,5.61,Gas Giant
1815,3.78,1.25,Super Earth
1816,5.82,2.233,Neptune-like
1817,6.04,2.288,Neptune-like
1818,6.17,2.3209999999999997,Neptune-like
1819,7.41,2.585,Neptune-like
1820,14.5,3.8389999999999995,Neptune-like
1821,4.58,1.98,Super Earth
1822,5.52,2.21,Neptune-like
1823,0.64,0.89,Terrestrial
1824,2.33,1.33,Super Earth
1825,2.13,1.26,Super Earth
1826,4.3,0.47,Terrestrial
1827,3.0,0.58,Terrestrial
1828,3.8,1.18,Super Earth
1829,8.93,2.22,Super Earth
1830,5.2,0.88,Terrestrial
1831,6.71,2.431,Neptune-like
1832,0.59,0.87,Terrestrial
1833,4.16,1.87,Super Earth
1834,6.85,2.464,Neptune-like
1835,5.73,2.222,Neptune-like
1836,1.71,1.17,Super Earth
1837,9.32,2.959,Neptune-like
1838,2.18,1.28,Super Earth
1839,12.2,3.465,Neptune-like
1840,2.59,1.416,Super Earth
1841,2.73,1.46,Super Earth
1842,9.7,3.311,Neptune-like
1843,36.1,5.049,Neptune-like
1844,4.98,2.08,Super Earth
1845,8.96,2.882,Neptune-like
1846,5.43,2.19,Neptune-like
1847,7.04,2.497,Neptune-like
1848,7.61,2.618,Neptune-like
1849,7.7,2.6399999999999997,Neptune-like
1850,3.57,1.71,Super Earth
1851,5.02,2.09,Super Earth
1852,0.937,0.99,Terrestrial
1853,3.22,1.61,Super Earth
1854,0.809,0.95,Terrestrial
1855,19.6,3.047,Super Earth
1856,9.96,3.0690000000000004,Neptune-like
1857,12.5,3.509,Neptune-like
1858,3.19,1.6,Super Earth
1859,2.79,1.48,Super Earth
1860,11.5,3.3329999999999997,Neptune-like
1861,8.91,2.871,Neptune-like
1862,0.904,0.98,Terrestrial
1863,7.41,2.585,Neptune-like
1864,2.04,1.23,Super Earth
1865,9.32,2.959,Neptune-like
1866,11.2,3.3,Neptune-like
1867,7.85,2.673,Neptune-like
1868,3.64,1.73,Super Earth
1869,5.1,4.719,Neptune-like
1870,4.6,1.31,Super Earth
1871,6.26,2.332,Neptune-like
1872,4.58,1.98,Super Earth
1873,3.75,1.76,Super Earth
1874,2.83,1.49,Super Earth
1875,3.02,1.55,Super Earth
1876,13.4,3.6630000000000003,Neptune-like
1877,3.19,1.6,Super Earth
1878,6.17,2.3209999999999997,Neptune-like
1879,0.437,0.8,Terrestrial
1880,3.7,1.747,Super Earth
1881,12.8,3.564,Neptune-like
1882,3.19,1.6,Super Earth
1883,5.3,0.82,Terrestrial
1884,10.44,2.453,Super Earth
1885,8.1,0.95,Terrestrial
1886,11.17,2.508,Super Earth
1887,3.64,1.73,Super Earth
1888,6.26,2.332,Neptune-like
1889,3.12,1.58,Super Earth
1890,5.9,2.255,Neptune-like
1891,3.33,1.64,Super Earth
1892,2.82,1.488,Super Earth
1893,2.1,1.25,Super Earth
1894,2.6,1.42,Super Earth
1895,0.437,0.8,Terrestrial
1896,8.1,2.717,Neptune-like
1897,4.27,1.9,Super Earth
1898,3.29,1.63,Super Earth
1899,3.51,1.536,Super Earth
1900,9.39,1.597,Super Earth
1901,3.8,0.86,Super Earth
1902,8.6,2.849,Neptune-like
1903,10.8,3.223,Neptune-like
1904,1.01,1.01,Super Earth
1905,1.46,1.12,Super Earth
1906,11.2,3.3,Neptune-like
1907,1.41,1.11,Super Earth
1908,41.34,7.0840000000000005,Gas Giant
1909,10.7,3.2119999999999997,Neptune-like
1910,6.53,2.398,Neptune-like
1911,8.96,2.882,Neptune-like
1912,0.165,0.61,Terrestrial
1913,2.6,1.42,Super Earth
1914,4.01,1.83,Super Earth
1915,55.967999999999996,8.492,Gas Giant
1916,50.88,8.03,Gas Giant
1917,5.69,2.2110000000000003,Neptune-like
1918,10.9,3.234,Neptune-like
1919,2.73,1.46,Super Earth
1920,4.94,2.07,Super Earth
1921,4.46,1.95,Super Earth
1922,4.5,1.96,Super Earth
1923,10.2,3.1239999999999997,Neptune-like
1924,1.92,1.21,Super Earth
1925,2.07,1.24,Super Earth
1926,10.7,3.2009999999999996,Neptune-like
1927,2.24,1.3,Super Earth
1928,8.4,2.7720000000000002,Neptune-like
1929,7.3,2.3209999999999997,Neptune-like
1930,21.8,2.475,Neptune-like
1931,4.60853,1.481,Super Earth
1932,7.37,2.2769999999999997,Super Earth
1933,3.71,1.75,Super Earth
1934,6.66,2.42,Neptune-like
1935,7.56,2.6069999999999998,Neptune-like
1936,5.77,2.233,Neptune-like
1937,2.04,1.23,Super Earth
1938,4.7,2.01,Super Earth
1939,3.36,1.65,Super Earth
1940,2.36,1.34,Super Earth
1941,2.73,1.46,Super Earth
1942,5.43,2.19,Neptune-like
1943,4.01,1.83,Super Earth
1944,5.52,2.21,Neptune-like
1945,7.56,2.6069999999999998,Neptune-like
1946,4.66,2.0,Super Earth
1947,9.38,2.959,Neptune-like
1948,8.3,2.761,Neptune-like
1949,2.39,1.35,Super Earth
1950,3.53,1.7,Super Earth
1951,6.99,2.497,Neptune-like
1952,1.41,1.11,Super Earth
1953,7.95,2.684,Neptune-like
1954,4.35,1.92,Super Earth
1955,3.12,1.58,Super Earth
1956,41.976,7.1610000000000005,Gas Giant
1957,2.48,1.38,Super Earth
1958,4.31,1.91,Super Earth
1959,4.82,2.04,Super Earth
1960,3.43,1.67,Super Earth
1961,2.18,1.28,Super Earth
1962,4.04,1.84,Super Earth
1963,3.64,1.73,Super Earth
1964,4.5,1.96,Super Earth
1965,12.9,3.5860000000000003,Neptune-like
1966,9.06,2.904,Neptune-like
1967,7.9,2.684,Neptune-like
1968,6.17,2.3209999999999997,Neptune-like
1969,6.35,2.354,Neptune-like
1970,0.437,0.8,Terrestrial
1971,0.422,0.792,Terrestrial
1972,0.202,0.645,Terrestrial
1973,3.15,1.59,Super Earth
1974,6.12,2.31,Neptune-like
1975,4.54,1.97,Super Earth
1976,7.46,2.596,Neptune-like
1977,4.08,1.85,Super Earth
1978,3.33,1.64,Super Earth
1979,5.48,2.2,Neptune-like
1980,3.53,1.7,Super Earth
1981,1.81,1.19,Super Earth
1982,11.7,1.82,Super Earth
1983,8.7,2.18,Neptune-like
1984,8.1,2.717,Neptune-like
1985,0.477,0.82,Terrestrial
1986,2.76,1.47,Super Earth
1987,3.43,1.67,Super Earth
1988,12.6,3.531,Neptune-like
1989,4.62,1.99,Super Earth
1990,2.54,1.4,Super Earth
1991,2.04,1.23,Super Earth
1992,7.32,2.563,Neptune-like
1993,3.5,1.69,Super Earth
1994,2.67,1.44,Super Earth
1995,6.8,1.26,Super Earth
1996,2.8,1.6,Super Earth
1997,3.9,2.486,Neptune-like
1998,1.04,1.02,Super Earth
1999,5.56,2.22,Neptune-like
2000,0.59,0.87,Terrestrial
2001,3.64,1.73,Super Earth
2002,6.08,2.299,Neptune-like
2003,6.17,2.3209999999999997,Neptune-like
2004,4.78,2.03,Super Earth
2005,2.3,1.32,Super Earth
2006,1.32,1.09,Super Earth
2007,6.08,2.299,Neptune-like
2008,6.21,2.3209999999999997,Neptune-like
2009,1.32,1.09,Super Earth
2010,7.27,2.552,Neptune-like
2011,5.22,2.14,Neptune-like
2012,5.18,2.13,Neptune-like
2013,5.52,2.21,Neptune-like
2014,1.08,1.03,Super Earth
2015,1.46,1.12,Super Earth
2016,3.02,1.55,Super Earth
2017,11.2,3.3,Neptune-like
2018,3.5,1.69,Super Earth
2019,3.57,1.71,Super Earth
2020,6.8,2.453,Neptune-like
2021,0.779,0.94,Terrestrial
2022,11.6,3.355,Neptune-like
2023,5.9,2.255,Neptune-like
2024,6.39,2.3649999999999998,Neptune-like
2025,7.08,2.508,Neptune-like
2026,10.3,3.135,Neptune-like
2027,0.64,0.89,Terrestrial
2028,3.15,1.59,Super Earth
2029,9.22,2.9370000000000003,Neptune-like
2030,6.57,2.409,Neptune-like
2031,4.27,1.9,Super Earth
2032,1.24,1.07,Super Earth
2033,2.3,1.32,Super Earth
2034,29.875,7.909,Neptune-like
2035,585.12,12.111,Gas Giant
2036,4.62,1.99,Super Earth
2037,3.09,1.57,Super Earth
2038,6.39,2.3649999999999998,Neptune-like
2039,8.35,2.7720000000000002,Neptune-like
2040,7.65,2.629,Neptune-like
2041,2.33,1.33,Super Earth
2042,5.6,2.23,Neptune-like
2043,7.32,2.563,Neptune-like
2044,4.98,2.08,Super Earth
2045,3.78,1.77,Super Earth
2046,4.5,1.96,Super Earth
2047,45.791999999999994,7.535,Gas Giant
2048,2.33,1.33,Super Earth
2049,2.89,1.51,Super Earth
2050,6.17,2.3209999999999997,Neptune-like
2051,2.3,1.32,Super Earth
2052,2.89,1.51,Super Earth
2053,4.98,2.08,Super Earth
2054,5.6,2.23,Neptune-like
2055,2.1,1.25,Super Earth
2056,2.76,1.47,Super Earth
2057,1.6,1.15,Super Earth
2058,12.6,3.531,Neptune-like
2059,0.721,0.92,Terrestrial
2060,1.9,1.8,Terrestrial
2061,2.9,2.816,Neptune-like
2062,7.3,3.0580000000000003,Neptune-like
2063,8.0,4.114,Neptune-like
2064,2.0,2.442,Neptune-like
2065,25.0,3.267,Neptune-like
2066,1.2,1.06,Super Earth
2067,5.86,2.2439999999999998,Neptune-like
2068,8.96,2.882,Neptune-like
2069,1.2,1.06,Super Earth
2070,9.53,2.992,Neptune-like
2071,2.57,1.41,Super Earth
2072,3.33,1.64,Super Earth
2073,3.26,1.62,Super Earth
2074,5.99,2.2769999999999997,Neptune-like
2075,2.89,1.51,Super Earth
2076,8.5,2.15,Super Earth
2077,2.96,1.53,Super Earth
2078,3.53,1.7,Super Earth
2079,7.04,2.497,Neptune-like
2080,5.22,2.14,Neptune-like
2081,1.81,1.19,Super Earth
2082,6.17,2.3209999999999997,Neptune-like
2083,1.98,1.22,Super Earth
2084,2.51,1.39,Super Earth
2085,4.62,1.99,Super Earth
2086,2.67,1.44,Super Earth
2087,5.14,2.12,Neptune-like
2088,6.08,2.299,Neptune-like
2089,5.77,2.233,Neptune-like
2090,2.92,1.52,Super Earth
2091,4.19,1.88,Super Earth
2092,0.418,0.79,Terrestrial
2093,1.98,1.22,Super Earth
2094,2.33,1.33,Super Earth
2095,3.97,1.82,Super Earth
2096,2.7,1.45,Super Earth
2097,5.86,2.2439999999999998,Neptune-like
2098,2.99,1.54,Super Earth
2099,2.54,1.4,Super Earth
2100,6.08,2.299,Neptune-like
2101,29.0,5.764,Neptune-like
2102,5.48,2.2,Neptune-like
2103,27.7,2.552,Neptune-like
2104,36.0,1.75,Super Earth
2105,7.8,2.662,Neptune-like
2106,2.6,1.42,Super Earth
2107,4.38,1.93,Super Earth
2108,7.27,2.552,Neptune-like
2109,8.3,2.761,Neptune-like
2110,0.418,0.79,Terrestrial
2111,5.22,2.14,Neptune-like
2112,8.55,2.805,Neptune-like
2113,4.38,1.93,Super Earth
2114,8.75,2.849,Neptune-like
2115,55.331999999999994,2.882,Gas Giant
2116,2.79,1.48,Super Earth
2117,1.6,1.15,Super Earth
2118,7.41,2.585,Neptune-like
2119,5.73,2.222,Neptune-like
2120,3.71,1.75,Super Earth
2121,2.39,1.35,Super Earth
2122,2.67,1.44,Super Earth
2123,2.67,1.44,Super Earth
2124,2.42,1.36,Super Earth
2125,6.04,2.288,Neptune-like
2126,1.76,1.18,Super Earth
2127,6.26,2.332,Neptune-like
2128,0.315,0.73,Terrestrial
2129,3.71,1.75,Super Earth
2130,1.41,1.11,Super Earth
2131,4.35,1.92,Super Earth
2132,4.04,1.84,Super Earth
2133,3.43,1.67,Super Earth
2134,2.33,1.33,Super Earth
2135,3.02,1.55,Super Earth
2136,2.24,1.3,Super Earth
2137,2.27,1.31,Super Earth
2138,5.99,2.2769999999999997,Neptune-like
2139,2.83,1.49,Super Earth
2140,2.92,1.52,Super Earth
2141,0.566,0.86,Terrestrial
2142,2.63,1.43,Super Earth
2143,6.21,2.3209999999999997,Neptune-like
2144,0.33,0.74,Terrestrial
2145,3.78,1.77,Super Earth
2146,5.73,2.222,Neptune-like
2147,3.97,1.82,Super Earth
2148,1.55,1.14,Super Earth
2149,1.76,1.18,Super Earth
2150,2.39,1.35,Super Earth
2151,7.18,2.5300000000000002,Neptune-like
2152,3.46,1.68,Super Earth
2153,9.32,2.959,Neptune-like
2154,4.78,2.03,Super Earth
2155,3.29,1.63,Super Earth
2156,2.92,1.52,Super Earth
2157,3.12,1.58,Super Earth
2158,6.8,2.453,Neptune-like
2159,11.0,3.256,Neptune-like
2160,2.79,1.48,Super Earth
2161,6.21,2.3209999999999997,Neptune-like
2162,6.76,2.442,Neptune-like
2163,2.6,1.42,Super Earth
2164,2.79,1.48,Super Earth
2165,1.81,1.19,Super Earth
2166,3.19,1.6,Super Earth
2167,1.01,1.01,Super Earth
2168,3.71,1.75,Super Earth
2169,2.54,1.4,Super Earth
2170,7.56,2.6069999999999998,Neptune-like
2171,7.46,2.596,Neptune-like
2172,4.16,1.87,Super Earth
2173,3.33,1.64,Super Earth
2174,3.02,1.55,Super Earth
2175,4.31,1.91,Super Earth
2176,1.92,1.21,Super Earth
2177,0.871,0.97,Terrestrial
2178,5.27,2.15,Neptune-like
2179,2.99,1.54,Super Earth
2180,1.46,1.12,Super Earth
2181,2.92,1.52,Super Earth
2182,0.77,1.43,Super Earth
2183,0.9,1.34,Super Earth
2184,2.6,1.42,Super Earth
2185,3.39,1.66,Super Earth
2186,3.97,1.82,Super Earth
2187,0.871,0.97,Terrestrial
2188,10.3,3.135,Neptune-like
2189,3.02,1.55,Super Earth
2190,0.693,0.91,Terrestrial
2191,0.871,0.97,Terrestrial
2192,2.27,1.31,Super Earth
2193,9.17,2.926,Neptune-like
2194,20.0,2.354,Super Earth
2195,43.02222,2.475,Gas Giant
2196,2639.4,12.32,Gas Giant
2197,137.376,19.294,Gas Giant
2198,2.45,1.37,Super Earth
2199,2.54,1.4,Super Earth
2200,2.63,1.43,Super Earth
2201,2.6,1.42,Super Earth
2202,5.86,2.2439999999999998,Neptune-like
2203,4.19,1.88,Super Earth
2204,4.31,1.91,Super Earth
2205,6.66,2.42,Neptune-like
2206,0.0933,0.52,Terrestrial
2207,6.21,2.3209999999999997,Neptune-like
2208,1.04,1.02,Super Earth
2209,8.75,2.849,Neptune-like
2210,3.33,1.64,Super Earth
2211,2.67,1.44,Super Earth
2212,2.07,1.24,Super Earth
2213,1.98,1.22,Super Earth
2214,67.416,9.482,Gas Giant
2215,5.06,2.1,Neptune-like
2216,1.07,1.027,Super Earth
2217,3.75,1.76,Super Earth
2218,22.9,5.016,Neptune-like
2219,2.48,1.38,Super Earth
2220,4.06,1.844,Super Earth
2221,12.3,3.476,Neptune-like
2222,3.05,1.56,Super Earth
2223,9.85,3.047,Neptune-like
2224,2.36,1.34,Super Earth
2225,16.13,2.3649999999999998,Super Earth
2226,8.25,0.84,Super Earth
2227,3.53,1.7,Super Earth
2228,21.5,4.829,Neptune-like
2229,6.35,2.354,Neptune-like
2230,7.41,2.5740000000000003,Neptune-like
2231,3.22,1.61,Super Earth
2232,5.29,2.155,Neptune-like
2233,2.92,1.52,Super Earth
2234,2.89,1.51,Super Earth
2235,8.55,2.805,Neptune-like
2236,16.3,4.103,Neptune-like
2237,3.89,1.8,Super Earth
2238,0.904,0.98,Terrestrial
2239,5.35,2.17,Neptune-like
2240,1.92,1.21,Super Earth
2241,2.18,1.28,Super Earth
2242,3.02,1.55,Super Earth
2243,1.76,1.18,Super Earth
2244,3.36,1.65,Super Earth
2245,1.16,1.05,Super Earth
2246,2.45,1.37,Super Earth
