,distance,stellar_magnitude,mass_wrt_earth,radius_wrt_earth,orbital_radius,orbital_period,star_mass,planet_type
3005,2965.0,15.474,4.23,1.89,0.103,0.035318274,474192925081350.2,Super Earth
3006,3360.0,15.533,5.89,2.255,0.2524,0.12895277,4.7344628973427736e+16,Neptune-like
3007,3841.0,16.161,7.38,2.5740000000000003,0.2107,0.10376455,7.311964169087142e+16,Neptune-like
3008,1939.0,14.987,2.36,1.34,0.087,0.027104722,805126457720100.6,Super Earth
3009,1939.0,14.987,4.12,1.86,0.128,0.048459962,251876630327232.22,Super Earth
3010,1939.0,14.987,5.82,2.233,0.0599,0.01615332,3.017230403739251e+18,Neptune-like
3011,2890.0,14.392,9.03,2.904,0.2043,0.08295688,1.1440032248567982e+17,Neptune-like
3012,3030.0,13.103,8.72,2.838,0.1557,0.054757014,2.6257450416935402e+17,Neptune-like
3013,4385.0,15.388,5.86,2.2439999999999998,0.1077,0.03613963,6.027880925750897e+17,Neptune-like
3014,3232.0,14.454,4.5,1.96,0.2846,0.14401095,28520884010100.34,Super Earth
3015,6233.0,15.084,7.53,2.6069999999999998,0.1216,0.041889116,4.486727336216443e+17,Neptune-like
3016,5778.0,15.382,9.28,2.9480000000000004,0.2588,0.12785764,4.815913752799243e+16,Neptune-like
3017,2177.0,15.8,5.97,2.2769999999999997,0.2197,0.117453806,5.7068686895043656e+16,Neptune-like
3018,3559.0,13.312,11.5,3.344,0.3859,0.2020534,1.928411634040487e+16,Neptune-like
3019,1065.0,12.679,4.63,1.992,0.194,0.053661875,205410351843555.2,Super Earth
3020,1658.0,11.788,9.65,3.0140000000000002,0.2987,0.16262834,2.9767311383195652e+16,Neptune-like
3021,2126.0,14.308,7.95,2.684,0.09,0.027104722,1.071623315225454e+18,Neptune-like
3022,2126.0,14.308,8.2,2.739,0.15,0.05804244,2.336903323988645e+17,Neptune-like
3023,2126.0,14.308,1.04,1.02,0.0668,0.01779603,1867702734626923.5,Super Earth
3024,899.0,13.447,2.95,1.53,0.1025,0.03559206,466925683656730.9,Super Earth
3025,2023.0,12.671,7.53,2.6069999999999998,0.2356,0.10568104,7.049168819597102e+16,Neptune-like
3026,2328.0,15.286,2.91,1.515,0.0123,0.0013689254,3.156417550572946e+17,Super Earth
3027,1070.0,12.81,1.76,1.18,0.0561,0.013415469,3286565507005243.5,Super Earth
3028,1398.0,12.874,0.702,0.913,0.0245,0.003832991,4.0260430461859496e+16,Terrestrial
3029,2951.0,14.522,6.82,2.453,0.0463,0.0109514035,6.564361765062199e+18,Neptune-like
3030,2842.0,13.393,10.2,3.102,0.5548,0.34661192,6553074124238106.0,Neptune-like
3031,2952.0,14.163,9.39,2.97,0.0943,0.026557151,1.1162696133108699e+18,Neptune-like
3032,1374.0,15.246,4.0,1.828,0.0938,0.035865847,459824206490596.2,Super Earth
3033,619.0,13.622,1.68,1.165,0.0334,0.007665982,1.0065107615464874e+16,Super Earth
3034,3292.0,14.712,6.3,2.343,0.106,0.031211497,8.081702698009944e+17,Neptune-like
3035,3292.0,14.712,8.0,2.695,0.286,0.13880904,4.085983111245992e+16,Neptune-like
3036,2605.0,15.674,3.01,1.547,0.0525,0.0136892535,3156417781149259.5,Super Earth
3037,4875.0,14.943,7.51,2.596,0.2054,0.08569473,1.0720717175164077e+17,Neptune-like
3038,2748.0,14.91,5.13,2.117,0.0516,0.012594113,3729227187411266.5,Neptune-like
3039,3277.0,13.868,3.02,1.549,0.0571,0.013415469,3286565507005243.5,Super Earth
3040,3511.0,15.582,8.05,2.706,0.0918,0.026830938,1.0936046724559948e+18,Neptune-like
3042,3269.0,15.508,6.75,2.442,0.0394,0.008213553,1.166997540560707e+19,Neptune-like
3043,1529.0,12.973,1.01,1.01,0.0711,0.019164955,1610417218474379.2,Super Earth
3044,633.0,14.569,1.09,1.033,0.1022,0.042710472,324253946983840.94,Super Earth
3045,8538.0,15.231,5.56,2.22,0.0352,0.006023272,1.630380836278501e+16,Neptune-like
3046,3582.0,14.969,2.89,1.51,0.032,0.0057494864,1.7893525272154398e+16,Super Earth
3047,3582.0,14.969,7.22,2.541,0.131,0.047364816,3.509298893732267e+17,Neptune-like
3048,3582.0,14.969,6.35,2.354,0.275,0.14455852,3.76742557859431e+16,Neptune-like
3049,2274.0,14.845,2.95,1.527,0.0871,0.02956879,676529762563790.9,Super Earth
3050,4167.0,14.367,6.0,2.2769999999999997,0.1435,0.056673512,2.451160875737143e+17,Neptune-like
3051,2779.0,13.828,2.07,1.239,0.1724,0.074469544,106658783003304.38,Super Earth
3052,1976.0,15.936,2.2,1.286,0.0607,0.016974675,2052820977950738.0,Super Earth
3053,4481.0,15.875,3.9,1.802,0.0625,0.01615332,2266889860059543.0,Super Earth
3054,1466.0,12.609,1.69,1.167,0.117,0.039151266,385888994757628.9,Super Earth
3055,1176.0,15.989,1.32,1.089,0.0563,0.01615332,2266889860059543.0,Super Earth
3056,1503.0,15.13,0.79,0.944,0.0299,0.006023272,1.630380836278501e+16,Terrestrial
3057,4307.0,15.486,4.86,2.051,0.0856,0.025462013,912364843256823.4,Super Earth
3058,1563.0,14.797,1.57,1.143,0.0617,0.017522246,1926524190387302.0,Super Earth
3059,2127.0,14.863,4.78,2.03,0.077,0.022724163,1145455498897230.8,Super Earth
3060,2127.0,14.863,3.02,1.55,0.197,0.09336071,67861854145158.484,Super Earth
3061,4983.0,15.181,2.26,1.307,0.0354,0.0062970566,1.4916908275871062e+16,Super Earth
3062,3400.0,15.809,3.25,1.619,0.0588,0.015331964,2516276903866218.5,Super Earth
3063,2828.0,15.146,1.95,1.215,0.0783,0.021902807,1232975538140908.8,Super Earth
3064,1608.0,14.054,0.337,0.744,0.0298,0.0054757018,1.9727608249979104e+16,Terrestrial
3066,1702.0,13.839,2.4,1.354,0.2301,0.11471595,44947589002231.914,Super Earth
3067,1581.0,15.222,1.39,1.105,0.0763,0.023545519,1066933809550983.4,Super Earth
3068,813.0,13.519,0.315,0.73,0.0735,0.019986311,1480773831880125.0,Terrestrial
3069,2450.0,16.303,2.86,1.5,0.0696,0.019986311,1480773831880125.0,Super Earth
3070,3929.0,15.851,3.47,1.682,0.0717,0.018069815,1811534463035581.2,Super Earth
3071,1472.0,14.239,4.27,1.9,0.138,0.056673512,184159344533218.88,Super Earth
3072,1472.0,14.239,5.65,2.2,0.24,0.12977414,4.674721574265195e+16,Neptune-like
3073,1472.0,14.239,7.56,2.6069999999999998,0.4484,0.33429158,7045003167967121.0,Neptune-like
3074,937.0,11.23,2.02,0.802,0.0763,0.02053388,1402852381336904.8,Super Earth
3075,937.0,11.23,2.11,0.868,0.1041,0.030937715,617984445666286.1,Super Earth
3076,1078.0,11.775,1.04,1.02,0.06,0.015331964,2516276903866218.5,Super Earth
3077,1078.0,11.775,5.3,1.23,0.09,0.028199865,743806474827628.9,Super Earth
3078,1078.0,11.775,1.98,1.22,0.119,0.04298426,320136434766632.8,Super Earth
3079,1078.0,11.775,0.693,0.91,0.164,0.068993844,124260566232781.08,Terrestrial
3080,1616.0,13.684,8.35,2.7720000000000002,0.131,0.04873374,3.3149164332536704e+17,Neptune-like
3081,1616.0,13.684,6.66,2.42,0.259,0.1357974,4.269226127581925e+16,Neptune-like
3082,1616.0,13.684,2.96,1.53,0.0229,0.003559206,4.669256836567309e+16,Super Earth
3083,1700.0,13.796,9.85,3.047,0.158,0.06461328,1.885769002337032e+17,Neptune-like
3084,1700.0,13.796,10.6,3.19,0.316,0.18370979,2.332746073458103e+16,Neptune-like
3085,713.0,12.035,8.4,2.209,0.0835,0.025462013,912364843256823.4,Super Earth
3088,2172.0,13.932,5.18,2.13,0.08,0.023545519,1066933809550983.4,Neptune-like
3089,2172.0,13.932,3.15,1.59,0.09,0.027926078,758462511231684.4,Super Earth
3090,2076.0,12.991,6.62,2.409,0.175,0.07036277,1.590179726267303e+17,Neptune-like
3091,2076.0,12.991,8.5,2.794,0.573,0.41587952,4551944942274787.0,Neptune-like
3092,930.0,14.178,3.29,1.63,0.045,0.011225188,4694255960796688.0,Super Earth
3093,930.0,14.178,4.08,1.85,0.113,0.044626966,297001942032724.9,Super Earth
3094,2294.0,14.14,7.13,2.519,0.043,0.008761123,1.0256814789621996e+19,Neptune-like
3095,2294.0,14.14,750.4799999999999,2.42,0.061,0.014784395,3.601844455889623e+18,Super Earth
3096,2294.0,14.14,33.9,1.44,0.1,0.030937715,617984445666286.1,Super Earth
3097,2240.0,13.977,6.94,2.486,0.117,0.03942505,5.065094622588134e+17,Neptune-like
3098,2240.0,13.977,3.86,1.79,0.173,0.07036277,119472556443824.42,Super Earth
3099,521.0,13.779,2.89,1.51,0.032,0.007665982,1.0065107615464874e+16,Super Earth
3100,521.0,13.779,3.33,1.64,0.122,0.05557837,191488369738260.28,Super Earth
3101,1939.0,13.507,1.87,1.2,0.078,0.021355236,1297015787935363.8,Super Earth
3102,1939.0,13.507,3.78,1.77,0.111,0.035865847,459824206490596.2,Super Earth
3103,1939.0,13.507,1.81,1.19,0.163,0.06406571,144112856328335.8,Super Earth
3104,2856.0,13.164,3.09,1.57,0.029,0.0043805614,3.082438845352272e+16,Super Earth
3105,2856.0,13.164,2.86,1.5,0.044,0.008487337,8211284879277693.0,Super Earth
3106,2856.0,13.164,11.0,3.2449999999999997,0.068,0.01615332,3.017230403739251e+18,Neptune-like
3107,2529.0,13.561,3.29,1.63,0.054,0.011498973,4473381162428833.5,Super Earth
3108,2529.0,13.561,2.51,1.39,0.079,0.02053388,1402852381336904.8,Super Earth
3109,2529.0,13.561,1.87,1.2,0.103,0.030390145,640454775975852.9,Super Earth
3110,2529.0,13.561,2.79,1.48,0.132,0.044626966,297001942032724.9,Super Earth
3111,1882.0,14.132,5.73,2.222,0.122,0.044079397,4.051919223368669e+17,Neptune-like
3112,1882.0,14.132,9.8,3.047,0.231,0.11416838,6.040048017865521e+16,Neptune-like
3113,922.0,12.61,9.7,1.868,0.0463,0.010130048,5764093363122313.0,Super Earth
3114,922.0,12.61,12.75,2.992,0.0949,0.029842572,8.840148649294158e+17,Neptune-like
3115,922.0,12.61,10.07,2.695,0.3506,0.21245721,1.7441712379601624e+16,Neptune-like
3116,922.0,12.61,3.08,0.865,0.0639,0.01670089,2120678248598275.8,Terrestrial
3117,922.0,12.61,14.3,1.003,0.1396,0.053661875,205410351843555.2,Super Earth
3118,922.0,12.61,19.96,4.62,0.2055,0.095551,8.623063721202894e+16,Neptune-like
3119,759.0,14.126,8.96,2.882,0.032,0.0068446267,1.6804768512356327e+19,Neptune-like
3120,759.0,14.126,12.8,3.553,0.07,0.021902807,1.6410904412655498e+18,Neptune-like
3121,1009.0,13.448,2.13,1.26,0.048,0.011225188,4694255960796688.0,Super Earth
3122,1009.0,13.448,18.3,1.29,0.062,0.016427105,2191956578968180.0,Super Earth
3123,2242.0,13.129,1.32,1.09,0.133,0.044626966,297001942032724.9,Super Earth
3124,2242.0,13.129,7.95,2.684,0.207,0.087063655,1.0386238188452626e+17,Neptune-like
3125,2071.0,13.705,3.26,1.62,0.036,0.0068446267,1.2625671309058098e+16,Super Earth
3126,2071.0,13.705,6.08,2.299,0.057,0.013141684,4.558584697822887e+18,Neptune-like
3127,3942.0,14.057,7.32,2.563,0.13,0.04298426,4.2610159467438835e+17,Neptune-like
3128,3942.0,14.057,5.18,2.13,0.194,0.0788501,95137013947936.4,Neptune-like
3129,1585.0,13.678,3.26,1.62,0.084,0.025735795,893056294905431.8,Super Earth
3130,1585.0,13.678,3.78,1.77,0.113,0.040246405,365173981516625.75,Super Earth
3131,1585.0,13.678,23.6,2.343,0.185,0.08459959,1.1000072611313109e+17,Super Earth
3132,1585.0,13.678,3.71,1.75,0.314,0.18672141,16965465353484.98,Super Earth
3133,3874.0,14.054,6.12,2.31,0.079,0.021081451,1.7714588562925486e+18,Neptune-like
3134,3874.0,14.054,9.48,2.9810000000000003,0.136,0.047638603,3.469077753071743e+17,Neptune-like
3135,3603.0,13.155,5.6,2.23,0.065,0.014784395,2706119050255163.5,Neptune-like
3136,3603.0,13.155,4.08,1.85,0.089,0.023545519,1066933809550983.4,Super Earth
3137,3603.0,13.155,2.3,1.32,0.0505,0.010677618,5188063151741455.0,Super Earth
3138,2141.0,14.035,2.79,1.48,0.046,0.009856262,6088769510424344.0,Super Earth
3139,2141.0,14.035,10.0,3.08,0.248,0.12238193,5.256509731783799e+16,Neptune-like
3140,2141.0,14.035,7.56,2.6069999999999998,0.4865,0.34086242,6776006634093445.0,Neptune-like
3141,2567.0,13.823,9.01,2.8930000000000002,0.057,0.012594113,4.963601386444396e+18,Neptune-like
3142,2567.0,13.823,12.5,3.509,0.165,0.062149215,2.038265593670666e+17,Neptune-like
3143,2567.0,13.823,19.1,2.761,0.272,0.13114306,4.577637967737427e+16,Super Earth
3144,354.0,8.25,5.08,1.639,0.042717,0.007665982,1.0065107615464874e+16,Super Earth
3145,558.0,13.049,0.457,0.81,0.046,0.011498973,4473381162428833.5,Terrestrial
3146,558.0,13.049,3.09,1.57,0.076,0.024640657,974202963522260.5,Super Earth
3147,558.0,13.049,0.904,0.98,0.163,0.07693361,99935960277630.28,Terrestrial
3148,558.0,13.049,2.33,1.33,0.226,0.12566735,37454939422352.586,Super Earth
3149,1257.0,13.97,3.57,1.71,0.037,0.007665982,1.0065107615464874e+16,Super Earth
3150,1257.0,13.97,15.1,2.871,0.059,0.015605749,3.2326808720571745e+18,Super Earth
3151,1257.0,13.97,7.9,2.684,0.087,0.027378507,1.0502980166774161e+18,Neptune-like
3152,1257.0,13.97,7.41,2.585,0.13,0.050376453,3.102250743365014e+17,Neptune-like
3153,2475.0,15.407,10.1,3.102,0.048,0.010677618,6.905312054967876e+18,Neptune-like
3154,2475.0,15.407,19.4,4.553999999999999,0.091,0.027652293,1.0296029271937231e+18,Neptune-like
3155,2475.0,15.407,13.2,3.619,0.18,0.07693361,1.3301476312952589e+17,Neptune-like
3156,6066.0,15.69,7.4,2.9370000000000003,0.0756,0.020260096,1.9180020665789494e+18,Neptune-like
3157,6066.0,15.69,5.1,3.377,0.0916,0.026830938,1.0936046724559948e+18,Neptune-like
3158,6066.0,15.69,8.0,5.1370000000000005,0.1201,0.04052019,4.795005639792171e+17,Neptune-like
3159,6066.0,15.69,4.8,4.51,0.1455,0.053935662,2.706325573087953e+17,Neptune-like
3160,2551.0,15.801,2.51,1.39,0.038,0.008487337,8211284879277693.0,Super Earth
3161,2551.0,15.801,9.91,3.0580000000000003,0.058,0.01615332,3.017230403739251e+18,Neptune-like
3162,2551.0,15.801,5.9,2.255,0.089,0.030937715,8.22537297181827e+17,Neptune-like
3163,2551.0,15.801,4.54,1.97,0.124,0.050924025,228091219772304.25,Super Earth
3164,1830.0,16.294,1.87,1.2,0.056,0.0183436,1757862371610989.2,Super Earth
3165,1830.0,16.294,4.04,1.84,0.111,0.05147159,223264073726357.94,Super Earth
3166,3197.0,15.563,24.0,1.55,0.047,0.010677618,5188063151741455.0,Super Earth
3167,3197.0,15.563,45.156,2.233,0.058,0.01451061,3.739045318381832e+18,Super Earth
3168,3197.0,15.563,1.98,1.22,0.076,0.022176592,1202719632124927.5,Super Earth
3169,3533.0,15.623,9.85,3.047,0.09,0.026009582,1.163765084111445e+18,Neptune-like
3170,3533.0,15.623,9.48,2.9810000000000003,0.29,0.14893909,3.5490709091189164e+16,Neptune-like
3171,5365.0,15.902,2.96,1.53,0.038,0.007118412,1.1673142091418272e+16,Super Earth
3172,5365.0,15.902,7.75,2.651,0.052,0.011225188,6.248054683820391e+18,Neptune-like
3173,5365.0,15.902,15.4,3.96,0.101,0.030390145,8.524453068238601e+17,Neptune-like
3174,2695.0,16.22,5.48,2.2,0.062,0.017248461,1988169059724497.2,Neptune-like
3175,2695.0,16.22,21.5,4.829,0.117,0.044079397,4.051919223368669e+17,Neptune-like
3176,2695.0,16.22,14.2,3.773,0.22,0.11279946,6.187540112472338e+16,Neptune-like
3177,635.0,11.751,36.0,2.332,0.849,0.7937029,1249729824561009.8,Super Earth
3178,2416.0,15.264,16.8,4.18,0.191,0.08925393,9.882740064043323e+16,Neptune-like
3179,2416.0,15.264,4.82,2.04,0.38,0.2513347,9363734855588.146,Super Earth
3180,1033.0,15.813,35.4,1.73,0.074,0.027652293,773555918252233.6,Super Earth
3181,1033.0,15.813,24.1,1.93,0.114,0.05284052,211845794728688.28,Super Earth
3182,4401.0,15.565,9.69,3.0250000000000004,0.054,0.012046544,5.425092232716711e+18,Neptune-like
3183,4401.0,15.565,14.0,3.7620000000000005,0.101,0.031211497,8.081702698009944e+17,Neptune-like
3184,2794.0,15.477,6.48,2.387,0.077,0.023271732,1.4536995458828785e+18,Neptune-like
3185,2794.0,15.477,7.8,2.662,0.287,0.16536619,2.8789798655010308e+16,Neptune-like
3186,5653.0,15.747,13.2,3.6300000000000003,0.04,0.0073921974,1.4407378213358092e+19,Neptune-like
3187,5653.0,15.747,12.1,3.443,0.077,0.019712524,2.0260380545936998e+18,Neptune-like
3188,1396.0,16.567,5.6,2.23,0.037,0.009034907,7246138654158112.0,Neptune-like
3189,1396.0,16.567,2.18,1.28,0.065,0.021355236,1297015787935363.8,Super Earth
3190,1396.0,16.567,4.86,2.05,0.122,0.0550308,195318041290109.97,Super Earth
3191,1396.0,16.567,5.56,2.22,0.213,0.12648872,36970082313966.91,Neptune-like
3192,942.0,16.014,3.09,1.57,0.065,0.022724163,1145455498897230.8,Super Earth
3193,942.0,16.014,4.66,2.0,0.132,0.06570842,136997286185511.25,Super Earth
3194,2146.0,15.689,2.57,1.41,0.05,0.012867898,3572224902014218.0,Super Earth
3195,2146.0,15.689,4.98,2.08,0.071,0.022176592,1202719632124927.5,Super Earth
3196,5868.0,15.297,3.64,1.73,0.034,0.0057494864,1.7893525272154398e+16,Super Earth
3197,5868.0,15.297,6.3,2.343,0.069,0.016974675,2.732304721652432e+18,Neptune-like
3198,5868.0,15.297,9.64,3.0140000000000002,0.115,0.03613963,6.027880925750897e+17,Neptune-like
3199,5868.0,15.297,169.812,5.5,0.1658,0.06488707,1.869888629706078e+17,Neptune-like
3200,5868.0,15.297,13.5,2.0,0.2747,0.13798769,31065140657676.062,Super Earth
3201,2114.0,15.252,6.04,2.288,0.095,0.03230664,7.543076009348128e+17,Neptune-like
3202,2114.0,15.252,6.85,2.464,0.268,0.15386721,3.3253695104769824e+16,Neptune-like
3203,2726.0,13.567,254.4,1.9,0.075,0.01943874,1565372828509520.8,Neptune-like
3204,2726.0,13.567,858.6,3.135,0.099,0.029295003,9.173709320533704e+17,Neptune-like
3205,2726.0,13.567,17.6,2.2,0.124,0.041889116,337094465530912.3,Super Earth
3206,2436.0,15.953,2.45,1.37,0.048,0.011225188,4694255960796688.0,Super Earth
3207,2436.0,15.953,102.396,2.2,0.074,0.021902807,1232975538140908.8,Super Earth
3208,1670.0,15.708,6.04,2.288,0.094,0.034770705,6.511860311359642e+17,Neptune-like
3209,1670.0,15.708,7.13,2.519,0.189,0.09883641,8.059315247855653e+16,Neptune-like
3210,1958.0,15.489,7.32,2.563,0.075,0.022450376,1.5620136709550979e+18,Neptune-like
3211,1958.0,15.489,4.66,2.0,0.109,0.039698835,375317218192863.5,Super Earth
3212,2263.0,15.159,6.57,2.409,0.062,0.015605749,3.2326808720571745e+18,Neptune-like
3213,2263.0,15.159,4.62,1.99,0.142,0.054757014,197276111321828.72,Super Earth
3214,3381.0,15.747,8.05,2.706,0.05,0.011772759,5.680356084549392e+18,Neptune-like
3215,3381.0,15.747,4.86,2.05,0.087,0.026830938,821641376751310.9,Super Earth
3216,3381.0,15.747,15.2,2.266,0.14,0.0550308,2.5996831295713635e+17,Super Earth
3217,2810.0,15.546,7.13,2.519,0.071,0.02053388,1.8671965195594202e+18,Neptune-like
3218,2810.0,15.546,225.78,2.18,0.124,0.04791239,257666728066535.8,Super Earth
3219,2810.0,15.546,21.6,2.97,0.202,0.09938398,7.970752038364434e+16,Neptune-like
3220,2810.0,15.546,3.71,1.75,0.04,0.008761123,7706096761549208.0,Super Earth
3221,2042.0,15.197,6.08,2.299,0.052,0.012594113,4.963601386444396e+18,Neptune-like
3222,2042.0,15.197,2.86,1.5,0.095,0.030663928,629069225966554.6,Super Earth
3223,2165.0,15.199,3.33,1.64,0.042,0.009034907,7246138654158112.0,Super Earth
3224,2165.0,15.199,15.7,4.015,0.084,0.025735795,1.1886579285191296e+18,Neptune-like
3225,2165.0,15.199,14.7,3.872,0.14,0.056125943,2.4992216063552595e+17,Neptune-like
3226,2410.0,15.506,9.38,2.959,0.066,0.017248461,2.646253018493306e+18,Neptune-like
3227,2410.0,15.506,15.6,3.993,0.123,0.044353183,4.0020497563584877e+17,Neptune-like
3228,621.0,16.37,1.32,1.09,0.035,0.009034907,7246138654158112.0,Super Earth
3229,621.0,16.37,2.89,1.51,0.058,0.01943874,1565372828509520.8,Super Earth
3230,621.0,16.37,3.09,1.57,0.097,0.042162903,332730798697085.9,Super Earth
3231,3774.0,15.04,508.8,2.354,0.08,0.022176592,1.6008198303582781e+18,Neptune-like
3232,3774.0,15.04,508.8,2.75,0.106,0.033675566,6.942282157414957e+17,Neptune-like
3233,3774.0,15.04,3.43,1.67,0.051,0.011498973,4473381162428833.5,Super Earth
3234,3774.0,15.04,8.15,2.7279999999999998,0.138,0.052019164,2.9094127102786125e+17,Neptune-like
3235,2481.0,15.819,1.51,1.13,0.048,0.011225188,4694255960796688.0,Super Earth
3236,2481.0,15.819,5.82,2.233,0.069,0.019712524,2.0260380545936998e+18,Neptune-like
3237,2481.0,15.819,5.39,2.18,0.127,0.048186176,254747005668515.78,Neptune-like
3238,3016.0,15.541,2.33,1.33,0.053,0.013141684,3424932154637781.0,Super Earth
3239,3016.0,15.541,8.1,2.717,0.122,0.04517454,3.85784336548744e+17,Neptune-like
3240,3016.0,15.541,8.1,2.717,0.182,0.08240931,1.1592564281879254e+17,Neptune-like
3241,3016.0,15.541,8.1,2.717,0.404,0.27268994,1.0587510055161518e+16,Neptune-like
3242,1238.0,15.406,2.04,1.23,0.058,0.0183436,1757862371610989.2,Super Earth
3243,1238.0,15.406,5.27,2.15,0.08,0.02956879,676529762563790.9,Neptune-like
3244,2735.0,15.778,3.29,1.63,0.046,0.010403832,5464712918324046.0,Super Earth
3245,2735.0,15.778,7.51,2.596,0.089,0.028199865,9.90006417995574e+17,Neptune-like
3246,2735.0,15.778,10.2,3.1129999999999995,0.13,0.0495551,3.2059397390519763e+17,Neptune-like
3247,4532.0,16.012,14.3,3.795,0.064,0.015879534,3.122170108841883e+18,Neptune-like
3248,4532.0,16.012,3.2,2.15,0.105,0.03394935,513205244487684.5,Neptune-like
3249,4532.0,16.012,6.8,2.453,0.139,0.051197812,3.003511270708214e+17,Neptune-like
3250,3433.0,15.699,3.02,1.55,0.063,0.015605749,2428760985767975.0,Super Earth
3251,3433.0,15.699,9.22,2.9370000000000003,0.092,0.027104722,1.071623315225454e+18,Neptune-like
3252,3433.0,15.699,2.3,1.32,0.0192,0.0027378509,7.891043299991642e+16,Super Earth
3253,3348.0,15.178,3.15,1.59,0.027,0.0043805614,3.082438845352272e+16,Super Earth
3254,3348.0,15.178,5.27,2.15,0.045,0.009308693,6826162112211480.0,Neptune-like
3255,3348.0,15.178,6.71,2.431,0.064,0.015879534,3.122170108841883e+18,Neptune-like
3256,3348.0,15.178,6.12,2.31,0.096,0.029295003,9.173709320533704e+17,Neptune-like
3257,2545.0,15.652,7.32,2.563,0.034,0.006570842,1.8234338791291548e+19,Neptune-like
3258,2545.0,15.652,25.2,5.313,0.066,0.018069815,2.4111523703003587e+18,Neptune-like
3259,2545.0,15.652,21.7,4.862,0.16,0.06762492,1.7215456361944982e+17,Neptune-like
3260,1879.0,15.49,15.5,3.9819999999999998,0.103,0.03613963,6.027880925750897e+17,Neptune-like
3261,1879.0,15.49,12.7,3.5420000000000003,0.193,0.092265576,9.248103337839587e+16,Neptune-like
3262,3269.0,15.378,8.25,2.75,0.079,0.022176592,1.6008198303582781e+18,Neptune-like
3263,3269.0,15.378,7.75,2.651,0.217,0.1010267,7.713646536161949e+16,Neptune-like
3264,793.0,10.769,8.7,2.695,0.0685,0.016974675,2.732304721652432e+18,Neptune-like
3265,793.0,10.769,15.2,5.115,0.1101,0.034770705,6.511860311359642e+17,Neptune-like
3267,2046.0,14.253,4.7,2.01,0.075,0.022450376,1173563990199172.0,Super Earth
3268,2046.0,14.253,3.68,1.74,0.332,0.20835043,13625900423758.684,Super Earth
3269,1036.0,13.738,5.39,2.18,0.088,0.028473647,729571431959019.4,Neptune-like
3270,1036.0,13.738,4.66,2.0,0.156,0.06735113,130395991166769.16,Super Earth
3271,2000.0,14.478,2.42,1.36,0.108,0.035865847,459824206490596.2,Super Earth
3272,2000.0,14.478,3.33,1.64,0.152,0.05995893,164530442228771.12,Super Earth
3273,2462.0,15.435,7.61,2.618,0.12,0.045448326,3.8115031725805357e+17,Neptune-like
3274,2462.0,15.435,6.66,2.42,0.242,0.12950034,4.694509813301579e+16,Neptune-like
3275,3073.0,13.15,11.1,3.267,0.249,0.11170431,6.309460241242919e+16,Neptune-like
3276,3073.0,13.15,8.4,2.7720000000000002,0.566,0.3835729,5351015838906138.0,Neptune-like
3277,4176.0,15.47,4.12,1.86,0.069,0.018617386,1706540528052870.0,Super Earth
3278,4176.0,15.47,7.41,2.585,0.127,0.046543464,3.634248864707196e+17,Neptune-like
3279,4176.0,15.47,6.76,2.442,0.236,0.118001364,5.654028765484246e+16,Neptune-like
3280,4176.0,15.47,7.22,2.541,0.319,0.1856263,2.2848255793302864e+16,Neptune-like
3281,4472.0,15.787,6.71,2.431,0.071,0.018069815,2.4111523703003587e+18,Neptune-like
3282,4472.0,15.787,14.4,3.8169999999999997,0.457,0.29486653,9054846876117906.0,Neptune-like
3283,864.0,16.69,37.9,1.98,0.037,0.009308693,6826162112211480.0,Super Earth
3284,864.0,16.69,5.18,2.13,0.06,0.01889117,1657434217780193.2,Neptune-like
3285,864.0,16.69,5.77,2.233,0.154,0.078028746,1.2930723156793837e+17,Neptune-like
3286,2779.0,13.844,7.04,2.497,0.18,0.070910335,1.565716016877955e+17,Neptune-like
3287,2779.0,13.844,11.4,3.322,0.391,0.22833677,1.5100118722045484e+16,Neptune-like
3288,7363.0,15.646,6.66,2.42,0.061,0.01451061,3.739045318381832e+18,Neptune-like
3289,7363.0,15.646,3.5,1.69,0.081,0.022176592,1202719632124927.5,Super Earth
3290,1094.0,15.853,5.12,2.7279999999999998,0.08551,0.033675566,6.942282157414957e+17,Neptune-like
3291,1094.0,15.853,6.2,2.673,0.10725,0.047364816,3.509298893732267e+17,Neptune-like
3292,1094.0,15.853,1.24,1.07,0.039,0.009582478,6441668201663393.0,Super Earth
3293,1094.0,15.853,6.39,2.3649999999999998,0.22,0.12813142,4.795355294325374e+16,Neptune-like
3294,3095.0,13.9,4.7,2.01,0.107,0.031485286,596676217329100.1,Super Earth
3295,3095.0,13.9,3.78,1.77,0.18,0.06926762,123280242939674.08,Super Earth
3296,1320.0,13.578,2.04,1.23,0.0881,0.028473647,729571431959019.4,Super Earth
3297,1320.0,13.578,0.809,0.95,0.0702,0.020260096,1441023340780578.2,Terrestrial
3298,1320.0,13.578,0.219,0.66,0.0558,0.014236824,2918285522854568.0,Terrestrial
3299,2902.0,14.811,77.91,1.43,0.038,0.008213553,8767825248389982.0,Super Earth
3300,2902.0,14.811,97.944,1.79,0.061,0.01670089,2120678248598275.8,Super Earth
3301,2902.0,14.811,5.69,2.2110000000000003,0.091,0.029842572,8.840148649294158e+17,Neptune-like
3302,2329.0,15.1,2.86,1.5,0.037,0.007939767,9382930454821588.0,Super Earth
3303,2329.0,15.1,4.58,1.98,0.073,0.021902807,1232975538140908.8,Super Earth
