,distance,stellar_magnitude,mass_wrt_earth,radius_wrt_earth,orbital_radius,orbital_period,star_mass,planet_type
332,659.0,12.826,92.856,12.451999999999998,0.0466,0.0109514035,6.564361765062199e+18,Gas Giant
333,519.0,9.827,166.95000000000002,14.509,0.05561,0.0123203285,5.186656577792516e+18,Gas Giant
334,232.0,11.231,2304.228,9.536999999999999,0.0361,0.007939767,1.2488680435367533e+19,Gas Giant
335,904.0,11.459,1548.66,12.21,0.0494,0.011225188,6.248054683820391e+18,Gas Giant
336,267.0,9.763,785.46,12.649999999999999,0.0414,0.008761123,1.0256814789621996e+19,Gas Giant
337,1190.0,11.937,426.12,11.99,0.0232,0.003285421,7.293735516516619e+19,Gas Giant
338,1355.0,11.762,238.5,14.3,0.04651,0.009308693,9.085621771353479e+18,Gas Giant
339,980.0,13.146,180.94199999999998,12.485,0.0466,0.010130048,7.672008266315798e+18,Gas Giant
340,463.0,11.757,22.2481,6.93,0.0479,0.011498973,5.954070327192778e+18,Neptune-like
341,650.0,12.052,197.16,11.22,0.04,0.008213553,1.166997540560707e+19,Gas Giant
342,1309.0,13.098,199.068,13.331999999999999,0.0434,0.009034907,9.644610548684448e+18,Gas Giant
343,1023.0,11.825,279.84,12.87,0.0667,0.015605749,3.2326808720571745e+18,Gas Giant
344,417.0,8.72,2766.6,10.461,0.06814,0.015331964,3.349164559045936e+18,Gas Giant
345,698.0,10.352,263.94,15.84,0.0419,0.007665982,1.3396658236183745e+19,Gas Giant
346,1122.0,11.667,721.86,11.99,0.061,0.0136892535,4.2011920667096643e+18,Gas Giant
347,943.0,11.439,216.24,21.78,0.03397,0.006023272,2.1700368930866844e+19,Gas Giant
348,1292.0,11.032,292.56,20.35,0.04995,0.009582478,8.573860376413977e+18,Gas Giant
349,813.0,10.403,1058.94,13.167000000000002,0.06774,0.015058179,3.472059490091288e+18,Gas Giant
350,1654.0,12.389,335.808,14.652000000000001,0.04978,0.009856262,8.104152218374799e+18,Gas Giant
351,960.0,12.146,587.7276,14.046999999999999,0.0241,0.003559206,6.214780849471088e+19,Gas Giant
352,1274.0,13.427,371.742,12.957999999999998,0.0379,0.007665982,1.3396658236183745e+19,Gas Giant
353,832.0,12.525,84.906,9.075,0.0523,0.012594113,4.963601386444396e+18,Gas Giant
354,2274.0,12.282,190.482,17.281,0.0509,0.009582478,8.573860376413977e+18,Gas Giant
355,439.0,11.856,206.70000000000002,10.34,0.03866,0.007939767,1.2488680435367533e+19,Gas Giant
356,1515.0,11.34,152.64,16.72,0.0608,0.0123203285,5.186656577792516e+18,Gas Giant
357,1136.0,11.365,378.41999999999996,22.549999999999997,0.04258,0.0073921974,1.4407378213358092e+19,Gas Giant
358,1322.0,12.125,331.992,14.08,0.0575,0.012594113,4.963601386444396e+18,Gas Giant
359,1725.0,13.279,210.51600000000002,13.376,0.0444,0.009034907,9.644610548684448e+18,Gas Giant
360,1135.0,13.225,111.93599999999999,13.661999999999999,0.0507,0.011772759,5.680356084549392e+18,Gas Giant
361,1135.0,13.225,1272.0,12.76,1.752,2.4,136681452422912.6,Gas Giant
362,974.0,12.783,283.656,15.686,0.0452,0.008487337,1.092922017431861e+19,Gas Giant
363,948.0,11.997,156.774,14.124,0.0577,0.0123203285,5.186656577792516e+18,Gas Giant
364,1143.0,10.205,699.6,17.490000000000002,0.04378,0.0073921974,1.4407378213358092e+19,Gas Giant
365,1045.0,11.118,213.37800000000001,14.014,0.04438,0.008487337,1.092922017431861e+19,Gas Giant
366,1681.0,11.703,429.3,14.168000000000001,0.0453,0.008487337,1.092922017431861e+19,Gas Giant
367,1436.0,13.51,98.262,14.222999999999999,0.05069,0.011498973,5.954070327192778e+18,Gas Giant
368,1178.0,14.107,260.12399999999997,11.098999999999998,0.03694,0.007665982,1.3396658236183745e+19,Gas Giant
369,2175.0,13.78,471.912,14.498000000000001,0.03159,0.0054757018,2.6257446580722192e+19,Gas Giant
370,469.0,13.398,241.68,10.384,0.04117,0.010403832,7.273532894289306e+18,Gas Giant
371,1668.0,13.197,185.076,13.001999999999999,0.04604,0.009856262,8.104152218374799e+18,Gas Giant
372,1046.0,10.92,734.58,16.61,0.0423,0.007665982,1.3396658236183745e+19,Gas Giant
373,913.0,10.639,448.38,19.14,0.0406,0.0068446267,1.6804768512356327e+19,Gas Giant
374,1682.0,12.925,118.29599999999999,14.652000000000001,0.04994,0.0109514035,6.564361765062199e+18,Gas Giant
375,866.0,11.64,489.72,12.353,0.05064,0.011225188,6.248054683820391e+18,Gas Giant
376,989.0,11.954,311.64,13.309999999999999,0.04073,0.007665982,1.3396658236183745e+19,Gas Giant
377,761.0,9.727,182.53199999999998,17.941,0.06277,0.013141684,4.558584697822887e+18,Gas Giant
378,1105.0,13.096,336.126,9.889,0.0301,0.005201916,2.9094131577157222e+19,Gas Giant
379,1138.0,12.539,241.998,11.802999999999999,0.03772,0.007118412,1.553695212367772e+19,Gas Giant
380,14624.0,20.1544,195.252,12.309,0.04294,0.009308693,9.085621771353479e+18,Gas Giant
381,2126.0,12.855,184.44,18.733,0.05387,0.0109514035,6.564361765062199e+18,Gas Giant
382,2409.0,13.121,167.586,20.79,0.03951,0.007118412,1.553695212367772e+19,Gas Giant
383,3051.0,13.014,248.994,17.490000000000002,0.04363,0.008213553,1.166997540560707e+19,Gas Giant
384,1212.0,10.106,108.12,22.935,0.06505,0.013141684,4.558584697822887e+18,Gas Giant
385,659.0,13.802,230.232,11.792000000000002,0.02996,0.0062970566,1.985440491518438e+19,Gas Giant
386,1113.0,9.774,1138.44,18.436,0.06555,0.013141684,4.558584697822887e+18,Gas Giant
387,898.0,10.469,419.76000000000005,16.28,0.05239,0.010677618,6.905312054967876e+18,Gas Giant
388,1079.0,9.47,2156.04,20.57,0.04739,0.0073921974,1.4407378213358092e+19,Gas Giant
389,1113.0,10.481,585.12,16.61,0.03676,0.006023272,2.1700368930866844e+19,Gas Giant
390,690.0,10.358,407.04,15.399999999999999,0.04496,0.008487337,1.092922017431861e+19,Gas Giant
391,1485.0,12.344,238.182,15.323,0.05287,0.010677618,6.905312054967876e+18,Gas Giant
392,1745.0,13.202,167.268,10.658999999999999,0.04491,0.009034907,9.644610548684448e+18,Gas Giant
393,3081.0,14.06,263.94,17.698999999999998,0.0507,0.009856262,8.104152218374799e+18,Gas Giant
394,2434.0,12.831,760.0200000000001,7.611999999999999,0.0441,0.008487337,1.092922017431861e+19,Gas Giant
395,1376.0,13.911,172.674,13.331999999999999,0.04057,0.008213553,1.166997540560707e+19,Gas Giant
396,1673.0,14.052,340.578,11.428999999999998,0.03815,0.007665982,1.3396658236183745e+19,Gas Giant
397,3717.0,14.909,690.06,12.155,0.02712,0.0046543465,3.6342487085413917e+19,Gas Giant
398,2469.0,13.957,1039.86,14.3,0.03744,0.0073921974,1.4407378213358092e+19,Gas Giant
399,1306.0,12.402,425.48400000000004,8.547,0.1308,0.044626966,3.9530958484555674e+17,Gas Giant
400,2037.0,14.188,629.481,14.619,0.0174,0.0021902807,1.6410904412655495e+20,Gas Giant
401,926.0,12.155,589.89,14.322000000000001,0.0444,0.009308693,9.085621771353479e+18,Gas Giant
402,749.0,13.397,871.32,10.482999999999999,0.05025,0.012867898,4.754631344580923e+18,Gas Giant
403,2084.0,13.84,467.46,20.46,0.03397,0.006023272,2.1700368930866844e+19,Gas Giant
404,1612.0,12.915,718.68,15.345,0.0238,0.003559206,6.214780849471088e+19,Gas Giant
405,1537.0,13.172,194.934,13.86,0.05163,0.011772759,5.680356084549392e+18,Gas Giant
406,2811.0,13.006,206.70000000000002,19.25,0.04735,0.009034907,9.644610548684448e+18,Gas Giant
407,2665.0,12.782,168.54000000000002,16.5,0.0611,0.012594113,4.963601386444396e+18,Gas Giant
408,1746.0,13.981,213.69600000000003,13.134,0.04131,0.008761123,1.0256814789621996e+19,Gas Giant
409,1154.0,12.62,207.654,13.761,0.05475,0.012594113,4.963601386444396e+18,Gas Giant
410,1115.0,13.565,427.71,12.847999999999999,0.023,0.003832991,5.358663294473498e+19,Gas Giant
411,1116.0,12.283,224.50799999999998,12.925,0.04354,0.008761123,1.0256814789621996e+19,Gas Giant
412,2525.0,13.315,279.84,18.04,0.0478,0.009308693,9.085621771353479e+18,Gas Giant
413,2431.0,14.386,292.56,13.739,0.04024,0.007665982,1.3396658236183745e+19,Gas Giant
414,810.0,11.91,379.056,13.53,0.03727,0.0068446267,1.6804768512356327e+19,Gas Giant
415,1660.0,13.857,299.238,15.729999999999999,0.03166,0.0057494864,2.381628213723751e+19,Gas Giant
416,1678.0,12.609,388.596,16.104,0.03199,0.004928131,3.2416608873499197e+19,Gas Giant
417,2794.0,14.364,1022.6880000000001,12.683,0.0523,0.011498973,5.954070327192778e+18,Gas Giant
418,691.0,12.341,31.46517,6.6659999999999995,0.04913,0.011772759,5.680356084549392e+18,Neptune-like
419,1121.0,11.967,23.51942,6.754,0.05036,0.012046544,5.425092232716711e+18,Neptune-like
420,2866.0,12.745,200.34,17.27,0.06007,0.012594113,4.963601386444396e+18,Gas Giant
421,1341.0,12.433,340.578,15.191,0.0485,0.009582478,8.573860376413977e+18,Gas Giant
422,4379.0,13.478,505.62,17.380000000000003,0.04997,0.009034907,9.644610548684448e+18,Gas Giant
423,2406.0,12.678,3084.6,14.63,0.0583,0.011498973,5.954070327192778e+18,Gas Giant
424,2611.0,13.682,597.8399999999999,15.399999999999999,0.03689,0.0062970566,1.985440491518438e+19,Gas Giant
425,1182.0,13.562,82.998,12.979999999999999,0.04944,0.012046544,5.425092232716711e+18,Gas Giant
426,1455.0,14.397,178.08,11.737,0.03649,0.0073921974,1.4407378213358092e+19,Gas Giant
427,2519.0,13.325,222.6,14.146,0.05511,0.011498973,5.954070327192778e+18,Gas Giant
428,1480.0,13.783,55.013999999999996,9.933,0.05367,0.012867898,4.754631344580923e+18,Gas Giant
429,981.0,14.602,117.342,12.286999999999999,0.04269,0.010677618,6.905312054967876e+18,Gas Giant
430,860.0,14.226,77.274,8.8,0.03769,0.008487337,1.092922017431861e+19,Gas Giant
431,1058.0,14.988,112.25399999999999,8.415000000000001,0.04515,0.011225188,6.248054683820391e+18,Gas Giant
432,1358.0,13.516,420.714,11.22,0.0362,0.0068446267,1.6804768512356327e+19,Gas Giant
433,2468.0,14.045,124.02000000000001,12.43,0.05046,0.010403832,7.273532894289306e+18,Gas Giant
434,1271.0,12.525,244.22400000000002,15.51,0.04639,0.009034907,9.644610548684448e+18,Gas Giant
435,1811.0,13.844,712.32,15.201999999999998,0.02498,0.003832991,5.358663294473498e+19,Gas Giant
436,1911.0,13.944,189.20999999999998,14.74,0.04753,0.010677618,6.905312054967876e+18,Gas Giant
437,2442.0,13.937,239.454,11.165,0.037,0.0068446267,1.6804768512356327e+19,Gas Giant
438,1989.0,13.525,292.878,13.761,0.05412,0.011498973,5.954070327192778e+18,Gas Giant
439,1841.0,11.477,191.436,18.567999999999998,0.06043,0.011772759,5.680356084549392e+18,Gas Giant
440,912.0,12.333,1000.746,12.529,0.03493,0.006570842,1.8234338791291548e+19,Gas Giant
441,1317.0,11.572,327.54,12.045,0.05798,0.011498973,5.954070327192778e+18,Gas Giant
442,2097.0,14.033,256.308,12.386,0.06112,0.014784395,3.601844455889623e+18,Gas Giant
443,2097.0,14.033,4038.6,12.100000000000001,2.504,3.9,51761023402759.805,Gas Giant
444,804.0,12.598,75.366,10.032,0.0542,0.013141684,4.558584697822887e+18,Gas Giant
445,1587.0,12.662,210.51600000000002,12.683,0.04708,0.009856262,8.104152218374799e+18,Gas Giant
446,2217.0,13.352,1081.2,13.145000000000001,0.07908,0.021355236,1.726328013741969e+18,Gas Giant
447,1706.0,14.171,56.922,11.604999999999999,0.04163,0.009034907,9.644610548684448e+18,Gas Giant
448,2033.0,13.992,305.28,13.277000000000001,0.04026,0.008487337,1.092922017431861e+19,Gas Giant
449,3523.0,13.045,305.28,18.469,0.06562,0.013415469,4.374418689823979e+18,Gas Giant
450,1609.0,12.679,261.078,16.511,0.04497,0.008487337,1.092922017431861e+19,Gas Giant
451,4821.0,14.283,1694.94,15.521,0.04714,0.008487337,1.092922017431861e+19,Gas Giant
452,3132.0,13.698,461.09999999999997,18.535,0.03032,0.0043805614,4.102726103163874e+19,Gas Giant
453,1970.0,12.312,410.22,13.552,0.05071,0.009856262,8.104152218374799e+18,Gas Giant
454,1352.0,14.074,183.486,10.395,0.03211,0.006023272,2.1700368930866844e+19,Gas Giant
455,552.0,15.044,101.44200000000001,10.978,0.03623,0.009034907,9.644610548684448e+18,Gas Giant
456,4759.0,12.227,4102.2,15.223999999999998,0.03632,0.005201916,2.9094131577157222e+19,Gas Giant
457,457.0,16.437,117.66,11.264,0.03745,0.010403832,7.273532894289306e+18,Gas Giant
458,416.0,12.324,39.85588,7.942,0.066517,0.019986311,1.9709099702324462e+18,Gas Giant
459,977.0,17.26,464.28,11.352,0.02384,0.0046543465,3.6342487085413917e+19,Gas Giant
460,636.0,15.689,156.138,9.724,0.032742,0.007665982,1.3396658236183745e+19,Gas Giant
461,1258.0,16.68,836.022,11.869,0.02658,0.005201916,2.9094131577157222e+19,Gas Giant
462,1423.0,16.195,436.932,12.815000000000001,0.03607,0.008487337,1.092922017431861e+19,Gas Giant
463,785.0,13.347,38.1396,6.193,0.04012,0.008761123,1.0256814789621996e+19,Gas Giant
464,2592.0,14.512,43.884,9.603,0.04667,0.009856262,8.104152218374799e+18,Gas Giant
465,2083.0,13.256,266.166,13.596,0.0312,0.005201916,2.9094131577157222e+19,Gas Giant
466,358.0,6.69,239136.0,75.9,53.0,249.2,12677569280.38063,Gas Giant
467,447.0,6.4421,511.98,13.309999999999999,0.68,0.4314853,4228633629548485.0,Gas Giant
468,162.0,8.42,327.54,13.53,1.03,1.0505134,713393052457662.5,Gas Giant
469,127.0,7.33,13.1,3.608,0.06412,0.015879534,3.122170108841883e+18,Neptune-like
470,127.0,7.33,11.75,3.388,0.12859,0.044900753,3.9050340034470483e+17,Neptune-like
471,127.0,7.33,25.1,5.2909999999999995,0.2699,0.13607119,4.252063119403621e+16,Neptune-like
472,127.0,7.33,23.9,5.148000000000001,0.4929,0.33593428,6976272275343640.0,Neptune-like
473,127.0,7.33,21.4,4.818,1.427,1.7,272417012441514.47,Neptune-like
474,127.0,7.33,64.554,9.218,3.381,6.0,21869032387666.02,Gas Giant
475,98.0,8.21,79.5,10.439,0.3,0.19301848,2.1131692675200884e+16,Gas Giant
476,129.0,7.47,54.06,8.316,0.15,0.056947295,2.427648854584138e+17,Gas Giant
477,96.0,8.07,130.38,13.97,0.05,0.011225188,6.248054683820391e+18,Gas Giant
478,1132.0,8.69,1570.92,12.649999999999999,0.51,0.34934977,6450763875227199.0,Gas Giant
479,708.0,7.88,2594.88,12.32,1.81,2.1,178522713368702.2,Gas Giant
481,30.0,4.89,16.0,4.059,0.46,0.33429158,7045003167967121.0,Neptune-like
482,205.0,9.26,113.96166000000001,12.87,4.074,8.5,10896680497660.574,Gas Giant
483,398.0,7.86,305.28,13.53,0.0807,0.01779603,2.485912339788435e+18,Gas Giant
484,186.0,9.4,28.6047,5.720000000000001,0.25,0.13086927,4.596811644155432e+16,Neptune-like
485,149.0,9.5,197.16,13.86,0.0498,0.012594113,4.963601386444396e+18,Gas Giant
486,184.0,7.13463,116.706,13.09,0.07,0.01615332,3.017230403739251e+18,Gas Giant
487,181.0,6.59451,457.91999999999996,13.309999999999999,3.27,5.3,28027239799073.57,Gas Giant
488,86.0,8.7,11.2,3.2889999999999997,0.439,0.33100617,7185547923298583.0,Neptune-like
489,66.0,7.92,50.88,8.019,0.26,0.15277207,3.373215926544297e+16,Gas Giant
490,442.0,7.828,472.86600000000004,13.309999999999999,2.01,2.8,100419026269894.98,Gas Giant
491,328.0,5.79389,2639.4,12.32,0.95,0.5462012,2638923305805368.5,Gas Giant
492,229.0,8.63,25.14472,5.302,0.09124,0.027378507,1.0502980166774161e+18,Neptune-like
493,229.0,8.63,8554.88688,11.770000000000001,35.74703,211.3,17633278809.18311,Gas Giant
494,180.0,8.65,203.52,13.86,3.38,6.6,18073580485674.395,Gas Giant
495,125.0,7.41,3180.0,12.21,2.61,4.2,44630678342175.55,Gas Giant
496,306.0,7.58,3221.34,12.21,3.34,5.2,29115575664052.383,Gas Giant
497,357.0,8.951,12.6,2.398,0.0907,0.026283368,1.1396461744557217e+18,Super Earth
498,357.0,8.951,15.2,4.268,0.1536,0.057768654,2.3591066302761965e+17,Neptune-like
499,57.0,5.52,298.91999999999996,13.53,2.015,2.7,107995221667486.48,Gas Giant
500,111.0,7.971,3520.8642,12.21,4.496414,9.8,8197471532236.322,Gas Giant
501,336.0,7.8,3498.0,12.21,650.0,13538.6,4295211.505250317,Gas Giant
502,108.0,6.28262,1915.62246,12.54,2.050268,2.9,93612980494170.81,Gas Giant
503,161.0,8.01,66.78,9.416,0.269,0.13169062,4.539650137501983e+16,Gas Giant
504,161.0,8.01,19.89606,4.62,0.1407,0.050102666,3.136247999531715e+17,Neptune-like
505,127.0,6.99,82.998,10.703,0.102,0.029842572,8.840148649294158e+17,Gas Giant
506,211.0,9.25,3.24,1.615,0.04527,0.010403832,5464712918324046.0,Super Earth
507,211.0,9.25,4.94,2.071,0.062,0.016974675,2052820977950738.0,Super Earth
508,211.0,9.25,6.98,2.497,0.1074,0.03887748,5.2087780868654304e+17,Neptune-like
509,211.0,9.25,9.71,3.0250000000000004,0.1367,0.053661875,2.7340117830377197e+17,Neptune-like
510,211.0,9.25,4.72,2.017,0.1758,0.080766596,90675603383876.64,Super Earth
511,160.0,9.38,1113.0,12.87,2.0,3.1,81923534438707.23,Gas Giant
512,537.0,7.71,767.652,12.979999999999999,1.32,1.1983573,548225733039552.06,Gas Giant
513,194.0,8.76,451.56,13.309999999999999,1.04,1.0800822,674867401696758.6,Gas Giant
514,194.0,8.76,314.82,13.53,2.659,4.4,40665556092767.375,Gas Giant
515,221.0,8.751,273.48,13.64,0.33,0.18699522,2.251495369826336e+16,Gas Giant
516,182.0,8.04,17.162,4.235,0.079,0.02162902,1.6829002854521134e+18,Neptune-like
517,182.0,8.04,24.154,5.17,0.196,0.08459959,1.1000072611313109e+17,Neptune-like
518,181.0,8.78,950.82,12.87,1.259,1.4,401676105079579.94,Gas Giant
519,206.0,8.08,85.86,10.923,0.0615,0.014236824,3.88423803091943e+18,Gas Giant
520,380.0,5.94188,143.1,14.08,0.95,0.77700204,1304030503694883.5,Gas Giant
523,139.0,8.9,6729.02628,11.88,12.511098,46.9,357920343131.72644,Gas Giant
524,329.0,4.64597,3526.62,12.21,2.14,2.3,148825173148577.84,Gas Giant
525,343.0,9.23,10.3,3.135,0.113,0.027926078,1.0095136024493718e+18,Neptune-like
526,347.0,10.09,4.55,2.05,0.035,0.0068446267,1.2625671309058098e+16,Neptune-like
527,347.0,10.09,10.5,3.1679999999999997,0.068,0.0183436,2.339714816614227e+18,Neptune-like
528,147.0,7.83,8649.45372,11.66,16.589764,67.0,175380968134.5459,Gas Giant
529,145.0,7.13,2429.79666,12.43,13.503729,47.2,353384967482.394,Gas Giant
530,94.0,7.59,2628.2191199999997,12.32,2.147271,3.2,76883316987888.33,Gas Giant
531,94.0,7.59,6088.8414,11.88,17.20592,72.5,149780768790.6733,Gas Giant
532,372.0,6.417,1399.2,12.649999999999999,2.5,2.9,93612980494170.81,Gas Giant
533,108.0,6.11006,1434.1799999999998,12.649999999999999,1.82,2.3,148825173148577.84,Gas Giant
534,1055.0,6.53649,1590.0,12.649999999999999,1.7,1.7,272417012441514.47,Gas Giant
535,118.0,6.02078,1032.5650799999999,12.87,1.021796,0.8695414,1041241670414332.2,Gas Giant
536,118.0,6.02078,6272.35284,11.88,6.82814,14.9,3546169838998.137,Gas Giant
537,506.0,7.88,253.52867999999998,13.64,0.922152,0.6255989,2011593000001892.0,Gas Giant
538,53.0,9.05,114.47999999999999,12.979999999999999,1.24,1.8,242989248751844.6,Gas Giant
539,53.0,9.05,295.74,13.64,2.44,5.0,31491406638239.066,Gas Giant
540,379.0,4.77044,2003.3999999999999,12.54,1.6,1.7,272417012441514.47,Gas Giant
541,311.0,8.2,2544.0,11.0,0.5109,0.30061603,8711798028071208.0,Gas Giant
542,91.0,8.73,362.52,13.42,1.73,2.6,116462302656209.53,Gas Giant
543,66.0,4.85,113.526,12.87,5.34,11.0,6506488974842.781,Gas Giant
544,123.0,6.68,262.34999999999997,13.64,2.067,3.1,81923534438707.23,Gas Giant
545,69.0,7.56,349.8,13.53,1.16,1.351677,430909650638761.3,Gas Giant
546,69.0,7.56,194.298,13.86,4.97,11.8,5654159479718.304,Gas Giant
547,127.0,7.43,2651.01336,12.32,20.331533,89.5,98284718448.98431,Gas Giant
548,167.0,7.51,1717.7501399999999,12.54,2.798425,4.4,40665556092767.375,Gas Giant
549,167.0,7.51,115.911,12.979999999999999,0.749283,0.61327857,2093227781140185.8,Gas Giant
550,167.0,7.51,2448.15798,12.43,12.245208,40.3,484754641649.1554,Gas Giant
551,36.0,6.50066,30.03873,5.885000000000001,0.088127,0.028747434,9.526511529348865e+17,Neptune-like
552,36.0,6.50066,3301.3647,12.21,11.294908,42.0,446306783421.75543,Gas Giant
553,286.0,8.34,2636.22,12.32,5.0,10.1,7717725379433.159,Gas Giant
554,402.0,7.88,445.2,13.309999999999999,1.65,1.8,242989248751844.6,Gas Giant
556,106.0,7.26,612.468,13.2,3.787,7.2,15186828046990.287,Gas Giant
557,767.0,6.88269,1790.34,12.54,1.09,1.187406,558384803407033.2,Gas Giant
558,123.0,7.17,55.331999999999994,8.426,0.18,0.07063655,1.577876868856324e+17,Gas Giant
559,301.0,8.05,887.22,12.892,0.07,0.01670089,2.822622748884305e+18,Gas Giant
560,109.0,6.41525,197.796,13.86,3.16,5.3,28027239799073.57,Gas Giant
561,109.0,6.41525,25.0,5.279999999999999,0.229,0.10376455,7.311964169087142e+16,Neptune-like
562,222.0,4.68,2079.72,12.43,1.93,1.9,218084533505810.72,Gas Giant
563,336.0,5.90686,2440.75812,12.43,4.332646,5.7,24231614833978.965,Gas Giant
564,136.0,7.54,480.18,13.309999999999999,0.33,0.17330596,2.6212296496952424e+16,Gas Giant
565,104.0,5.88051,10.33369,3.135,0.053918,0.012046544,5.425092232716711e+18,Neptune-like
566,104.0,5.88051,3173.21706,12.21,22.1877,99.6,79362143952.91777,Gas Giant
567,174.0,7.659,72.88878,9.911,0.406294,0.23271732,1.4536995458828786e+16,Gas Giant
568,196.0,7.88,238.5,13.75,0.86,0.74113625,1433296225131004.0,Gas Giant
569,158.0,8.18,947.64,12.87,0.297,0.16098562,3.0377910587414308e+16,Gas Giant
570,128.0,9.68,3516.0433199999998,12.21,10.780317,40.8,472946202155.4069,Gas Giant
571,501.0,8.21,9170.45538,11.66,3.49516,4.8,34170363105728.15,Gas Giant
572,92.0,9.03,6.3566,2.354,0.08,0.026557151,1.1162696133108699e+18,Neptune-like
573,188.0,8.31,944.7843600000001,12.87,1.348279,1.5,349904518202656.3,Gas Giant
574,188.0,8.31,15.17685,3.9379999999999997,0.051386,0.011498973,5.954070327192778e+18,Neptune-like
575,188.0,8.31,2353.6611,12.43,3.979432,7.7,13278548928250.572,Gas Giant
576,594.0,6.98656,623.28,13.2,0.54,0.3657769,5884363849493228.0,Gas Giant
577,123.0,7.85,75.366,10.109,1.837,2.6,116462302656209.53,Gas Giant
578,238.0,8.81,120.0291,13.309999999999999,2.248182,3.4,68104253110378.62,Gas Giant
579,123.0,7.43,772.74,12.979999999999999,0.84,0.71923345,1521921715987748.2,Gas Giant
580,123.0,7.43,576.216,13.2,2.8145,4.7,35639889812402.74,Gas Giant
581,73.0,8.7,26.61699,5.478,0.287149,0.18015058,2.4258321032144372e+16,Neptune-like
582,53.0,7.48,562.5419999999999,13.2,1.084,1.2402464,511818663389487.44,Gas Giant
583,53.0,7.48,1204.902,12.76,1.74,2.5,125965626552956.27,Gas Giant
584,85.0,8.2411,283.02,13.64,0.87,0.8164271,1181128760015135.5,Gas Giant
585,220.0,8.8,508.8,13.309999999999999,2.9,5.0,31491406638239.066,Gas Giant
586,104.0,8.04,365.7,13.42,0.0925,0.029295003,9.173709320533704e+17,Gas Giant
